clip,time,length,bladeX,bladeY,bladeZ,hipsYaw,leftX,leftY,leftZ,rightX,rightY,rightZ
Pelag_MX_SaberAttackB,0.335981,1.633333,-0.432762,0.202480,-0.254990,40.208140,-0.322581,0.013590,0.001831,0.179322,0.056322,-0.385542
Pelag_MX_SaberAttackB,0.339308,1.633333,-0.426828,0.203417,-0.264855,38.996730,-0.324263,0.015031,0.000888,0.170013,0.057114,-0.378282
Pelag_MX_SaberAttackB,0.342634,1.633333,-0.420264,0.204347,-0.275154,37.705260,-0.326138,0.016750,0.000243,0.159371,0.057572,-0.370261
Pelag_MX_SaberAttackB,0.345961,1.633333,-0.413102,0.205296,-0.285802,36.346330,-0.328181,0.018694,-0.000182,0.147788,0.058034,-0.361555
Pelag_MX_SaberAttackB,0.349287,1.633333,-0.405379,0.206293,-0.296718,34.932430,-0.330357,0.020805,-0.000459,0.135688,0.058775,-0.352244
Pelag_MX_SaberAttackB,0.352614,1.633333,-0.397138,0.207364,-0.307825,33.475930,-0.332624,0.023016,-0.000647,0.123518,0.059994,-0.342411
Pelag_MX_SaberAttackB,0.355940,1.633333,-0.388431,0.208541,-0.319053,31.989130,-0.334929,0.025250,-0.000788,0.111740,0.061811,-0.332149
Pelag_MX_SaberAttackB,0.359267,1.633333,-0.379314,0.209853,-0.330339,30.484090,-0.337215,0.027419,-0.000912,0.100813,0.064272,-0.321549
Pelag_MX_SaberAttackB,0.362593,1.633333,-0.369848,0.211333,-0.341629,28.972730,-0.339414,0.029429,-0.001030,0.091186,0.067356,-0.310702
Pelag_MX_SaberAttackB,0.365920,1.633333,-0.360104,0.213013,-0.352875,27.466790,-0.341453,0.031170,-0.001138,0.083289,0.070996,-0.299686
Pelag_MX_SaberAttackB,0.369247,1.633333,-0.350067,0.212849,-0.364120,25.964260,-0.343338,0.030570,-0.001141,0.076914,0.072997,-0.288329
Pelag_MX_SaberAttackB,0.372573,1.633333,-0.339578,0.212374,-0.375496,24.441280,-0.345240,0.029372,-0.000911,0.070902,0.074719,-0.276160
Pelag_MX_SaberAttackB,0.375900,1.633333,-0.328621,0.212189,-0.386958,22.898680,-0.347190,0.028210,-0.000524,0.065295,0.076657,-0.263234
Pelag_MX_SaberAttackB,0.379226,1.633333,-0.317189,0.212288,-0.398451,21.338320,-0.349206,0.027093,-0.000058,0.060188,0.078716,-0.249654
Pelag_MX_SaberAttackB,0.382553,1.633333,-0.305278,0.212665,-0.409924,19.762020,-0.351300,0.026027,0.000408,0.055675,0.080806,-0.235553
Pelag_MX_SaberAttackB,0.385879,1.633333,-0.292888,0.213311,-0.421323,18.171630,-0.353476,0.025013,0.000800,0.051844,0.082832,-0.221085
Pelag_MX_SaberAttackB,0.389206,1.633333,-0.280022,0.214219,-0.432597,16.568920,-0.355734,0.024045,0.001049,0.048768,0.084692,-0.206422
Pelag_MX_SaberAttackB,0.392532,1.633333,-0.266685,0.215377,-0.443695,14.955620,-0.358068,0.023114,0.001090,0.046503,0.086270,-0.191736
Pelag_MX_SaberAttackB,0.395859,1.633333,-0.252885,0.216776,-0.454567,13.333450,-0.360467,0.022205,0.000862,0.045089,0.087439,-0.177203
Pelag_MX_SaberAttackB,0.399185,1.633333,-0.238634,0.218403,-0.465164,11.704070,-0.362917,0.021301,0.000312,0.044546,0.088053,-0.162980
Pelag_MX_SaberAttackB,0.402512,1.633333,-0.223946,0.220246,-0.475441,10.069100,-0.365415,0.020386,-0.000348,0.044728,0.087942,-0.148717
Pelag_MX_SaberAttackB,0.405839,1.633333,-0.208838,0.222288,-0.485351,8.430080,-0.368001,0.019476,-0.000573,0.045225,0.087102,-0.133430
Pelag_MX_SaberAttackB,0.409165,1.633333,-0.193330,0.224516,-0.494852,6.788550,-0.370697,0.018595,-0.000465,0.045981,0.085738,-0.117332
Pelag_MX_SaberAttackB,0.412492,1.633333,-0.177442,0.226913,-0.503904,5.145960,-0.373515,0.017763,-0.000156,0.046983,0.084038,-0.100680
Pelag_MX_SaberAttackB,0.415818,1.633333,-0.161197,0.229462,-0.512468,3.503698,-0.376461,0.016997,0.000221,0.048255,0.082160,-0.083728
Pelag_MX_SaberAttackB,0.419145,1.633333,-0.144622,0.232144,-0.520510,1.863153,-0.379533,0.016308,0.000527,0.049856,0.080232,-0.066728
Pelag_MX_SaberAttackB,0.422471,1.633333,-0.127742,0.234940,-0.527997,0.225609,-0.382723,0.015703,0.000623,0.051882,0.078355,-0.049929
Pelag_MX_SaberAttackB,0.425798,1.633333,-0.110586,0.237830,-0.534899,358.592300,-0.386018,0.015186,0.000365,0.054471,0.076603,-0.033577
Pelag_MX_SaberAttackB,0.429124,1.633333,-0.093183,0.240796,-0.541188,356.964500,-0.389395,0.014754,-0.000397,0.057793,0.075029,-0.017917
Pelag_MX_SaberAttackB,0.432451,1.633333,-0.075561,0.243815,-0.546840,355.343300,-0.392818,0.014401,-0.001814,0.062060,0.073673,-0.003183
Pelag_MX_SaberAttackB,0.435777,1.633333,-0.057568,0.246813,-0.551800,353.717000,-0.396269,0.014084,-0.003912,0.067667,0.072445,0.010728
Pelag_MX_SaberAttackB,0.439104,1.633333,-0.038854,0.249684,-0.555976,352.059400,-0.399780,0.013739,-0.006445,0.074947,0.071124,0.024617
Pelag_MX_SaberAttackB,0.442430,1.633333,-0.019610,0.252503,-0.559377,350.379800,-0.403326,0.013409,-0.009400,0.083548,0.069861,0.038626
Pelag_MX_SaberAttackB,0.445757,1.633333,-0.000056,0.255347,-0.562035,348.689800,-0.406872,0.013138,-0.012771,0.093090,0.068817,0.052817
Pelag_MX_SaberAttackB,0.449084,1.633333,0.019587,0.258285,-0.564000,347.000900,-0.410384,0.012961,-0.016538,0.103189,0.068131,0.067212
Pelag_MX_SaberAttackB,0.452410,1.633333,0.039100,0.261380,-0.565341,345.324500,-0.413829,0.012912,-0.020663,0.113459,0.067905,0.081799
Pelag_MX_SaberAttackB,0.455737,1.633333,0.058268,0.264688,-0.566150,343.672200,-0.417183,0.013021,-0.025094,0.123515,0.068194,0.096526
Pelag_MX_SaberAttackB,0.459063,1.633333,0.076878,0.268258,-0.566534,342.055500,-0.420430,0.013315,-0.029763,0.132976,0.069008,0.111308
Pelag_MX_SaberAttackB,0.462390,1.633333,0.094727,0.272134,-0.566620,340.485700,-0.423564,0.013817,-0.034589,0.141478,0.070302,0.126029
Pelag_MX_SaberAttackB,0.465716,1.633333,0.111617,0.276354,-0.566550,338.973900,-0.426595,0.014550,-0.039479,0.148674,0.071988,0.140548
Pelag_MX_SaberAttackB,0.469043,1.633333,0.127603,0.280254,-0.566388,337.510300,-0.429509,0.014822,-0.044437,0.154696,0.073337,0.154824
Pelag_MX_SaberAttackB,0.472369,1.633333,0.143223,0.284023,-0.565973,336.048600,-0.432231,0.014801,-0.049653,0.160565,0.074719,0.169101
Pelag_MX_SaberAttackB,0.475696,1.633333,0.158438,0.287873,-0.565316,334.596500,-0.434758,0.014745,-0.055055,0.166188,0.076370,0.183367
Pelag_MX_SaberAttackB,0.479022,1.633333,0.173174,0.291777,-0.564451,333.165700,-0.437105,0.014671,-0.060556,0.171413,0.078253,0.197576
Pelag_MX_SaberAttackB,0.482349,1.633333,0.187351,0.295710,-0.563422,331.768100,-0.439296,0.014596,-0.066064,0.176103,0.080315,0.211664
Pelag_MX_SaberAttackB,0.485676,1.633333,0.200890,0.299648,-0.562282,330.416100,-0.441374,0.014537,-0.071494,0.180137,0.082487,0.225561
Pelag_MX_SaberAttackB,0.489002,1.633333,0.213713,0.303572,-0.561093,329.122500,-0.443390,0.014511,-0.076760,0.183410,0.084682,0.239183
Pelag_MX_SaberAttackB,0.492329,1.633333,0.225741,0.307463,-0.559924,327.900500,-0.445408,0.014533,-0.081783,0.185838,0.086803,0.252440
Pelag_MX_SaberAttackB,0.495655,1.633333,0.236893,0.311305,-0.558850,326.763500,-0.447497,0.014619,-0.086488,0.187350,0.088741,0.265241
Pelag_MX_SaberAttackB,0.498982,1.633333,0.247093,0.315084,-0.557954,325.725300,-0.449727,0.014788,-0.090805,0.187894,0.090378,0.277492
Pelag_MX_SaberAttackB,0.502308,1.633333,0.256175,0.318692,-0.557297,324.798200,-0.452162,0.015063,-0.094635,0.187457,0.091678,0.289207
Pelag_MX_SaberAttackB,0.505635,1.633333,0.263954,0.321909,-0.556883,323.978900,-0.454801,0.015449,-0.097897,0.186181,0.092810,0.300611
Pelag_MX_SaberAttackB,0.508961,1.633333,0.270635,0.324857,-0.556751,323.254000,-0.457603,0.015906,-0.100694,0.184213,0.093741,0.311632
Pelag_MX_SaberAttackB,0.512288,1.633333,0.276439,0.327681,-0.556925,322.610300,-0.460519,0.016397,-0.103137,0.181693,0.094418,0.322193
Pelag_MX_SaberAttackB,0.515614,1.633333,0.281585,0.330532,-0.557413,322.034100,-0.463501,0.016887,-0.105340,0.178756,0.094778,0.332233
Pelag_MX_SaberAttackB,0.518941,1.633333,0.286287,0.333562,-0.558208,321.511600,-0.466501,0.017344,-0.107414,0.175533,0.094753,0.341706
Pelag_MX_SaberAttackB,0.522268,1.633333,0.290755,0.336925,-0.559294,321.028900,-0.469476,0.017739,-0.109472,0.172147,0.094263,0.350577
Pelag_MX_SaberAttackB,0.525594,1.633333,0.295195,0.340778,-0.560642,320.571800,-0.472389,0.018048,-0.111625,0.168717,0.093223,0.358824
Pelag_MX_SaberAttackB,0.528921,1.633333,0.299810,0.345280,-0.562213,320.125900,-0.475211,0.018248,-0.113984,0.165356,0.091548,0.366430
Pelag_MX_SaberAttackB,0.532247,1.633333,0.304794,0.350594,-0.563956,319.676600,-0.477917,0.018321,-0.116663,0.162170,0.089147,0.373381
Pelag_MX_SaberAttackB,0.535574,1.633333,0.310218,0.356829,-0.565919,319.224400,-0.480511,0.018144,-0.119672,0.159225,0.085615,0.379710
Pelag_MX_SaberAttackB,0.538900,1.633333,0.315752,0.364355,-0.568345,318.806600,-0.483064,0.017948,-0.122751,0.156430,0.080631,0.385561
Pelag_MX_SaberAttackB,0.542227,1.633333,0.321276,0.373026,-0.571106,318.420500,-0.485607,0.017845,-0.125883,0.153704,0.074546,0.390912
Pelag_MX_SaberAttackB,0.545553,1.633333,0.326701,0.382580,-0.574056,318.060100,-0.488157,0.017852,-0.129070,0.150983,0.067681,0.395711
Pelag_MX_SaberAttackB,0.548880,1.633333,0.331946,0.392746,-0.577060,317.719700,-0.490724,0.017972,-0.132317,0.148218,0.060356,0.399903
Pelag_MX_SaberAttackB,0.552206,1.633333,0.336939,0.403240,-0.580003,317.393800,-0.493306,0.018194,-0.135625,0.145378,0.052887,0.403435
Pelag_MX_SaberAttackB,0.555533,1.633333,0.341626,0.413767,-0.582781,317.077000,-0.495895,0.018494,-0.138994,0.142455,0.045581,0.406263
Pelag_MX_SaberAttackB,0.558860,1.633333,0.345964,0.424026,-0.585311,316.763900,-0.498473,0.018835,-0.142428,0.139456,0.038739,0.408364
Pelag_MX_SaberAttackB,0.562186,1.633333,0.349928,0.433705,-0.587523,316.449400,-0.501018,0.019171,-0.145927,0.136411,0.032654,0.409733
Pelag_MX_SaberAttackB,0.565513,1.633333,0.353502,0.442492,-0.589366,316.128800,-0.503503,0.019448,-0.149500,0.133363,0.027620,0.410381
Pelag_MX_SaberAttackB,0.568839,1.633333,0.356748,0.450221,-0.590807,315.789100,-0.505936,0.019641,-0.153125,0.130372,0.023781,0.410230
Pelag_MX_SaberAttackB,0.572166,1.633333,0.359873,0.457281,-0.591904,315.407300,-0.508403,0.019820,-0.156723,0.127530,0.020744,0.409011
Pelag_MX_SaberAttackB,0.575492,1.633333,0.362852,0.463811,-0.592752,314.998700,-0.510871,0.019969,-0.160312,0.124879,0.018373,0.406880
Pelag_MX_SaberAttackB,0.578819,1.633333,0.365637,0.469918,-0.593445,314.582000,-0.513303,0.020063,-0.163917,0.122437,0.016568,0.404023
Pelag_MX_SaberAttackB,0.582145,1.633333,0.368170,0.475713,-0.594074,314.176400,-0.515661,0.020081,-0.167566,0.120209,0.015224,0.400623
Pelag_MX_SaberAttackB,0.585472,1.633333,0.370388,0.481311,-0.594726,313.801400,-0.517914,0.020002,-0.171285,0.118192,0.014225,0.396857
Pelag_MX_SaberAttackB,0.588798,1.633333,0.372225,0.486828,-0.595489,313.476700,-0.520030,0.019812,-0.175099,0.116374,0.013444,0.392899
Pelag_MX_SaberAttackB,0.592125,1.633333,0.373607,0.492382,-0.596447,313.222600,-0.521984,0.019493,-0.179031,0.114740,0.012741,0.388912
Pelag_MX_SaberAttackB,0.595452,1.633333,0.374454,0.498094,-0.597682,313.059600,-0.523753,0.019036,-0.183105,0.113273,0.011958,0.385049
Pelag_MX_SaberAttackB,0.598778,1.633333,0.374680,0.504081,-0.599271,313.009000,-0.525317,0.018430,-0.187341,0.111953,0.010926,0.381445
Pelag_MX_SaberAttackB,0.602105,1.633333,0.374129,0.511578,-0.601331,313.100400,-0.526610,0.018731,-0.191749,0.110790,0.010683,0.378078
Pelag_MX_SaberAttackB,0.605431,1.633333,0.372591,0.520203,-0.603988,313.360400,-0.527481,0.019385,-0.196272,0.109876,0.011125,0.374490
Pelag_MX_SaberAttackB,0.608758,1.633333,0.370189,0.529160,-0.607100,313.763800,-0.528002,0.019812,-0.200824,0.109186,0.011604,0.370654
Pelag_MX_SaberAttackB,0.612084,1.633333,0.367082,0.538274,-0.610513,314.281100,-0.528256,0.020077,-0.205326,0.108689,0.012076,0.366603
Pelag_MX_SaberAttackB,0.615411,1.633333,0.363442,0.547366,-0.614075,314.881300,-0.528321,0.020239,-0.209703,0.108358,0.012506,0.362382
Pelag_MX_SaberAttackB,0.618737,1.633333,0.359460,0.556266,-0.617641,315.531500,-0.528267,0.020344,-0.213891,0.108168,0.012867,0.358061
Pelag_MX_SaberAttackB,0.622064,1.633333,0.355341,0.564803,-0.621074,316.196800,-0.528150,0.020433,-0.217833,0.108093,0.013145,0.353730
Pelag_MX_SaberAttackB,0.625390,1.633333,0.351305,0.572819,-0.624245,316.840100,-0.528018,0.020533,-0.221481,0.108107,0.013333,0.349502
Pelag_MX_SaberAttackB,0.628717,1.633333,0.347587,0.580158,-0.627033,317.421600,-0.527909,0.020666,-0.224792,0.108178,0.013432,0.345510
Pelag_MX_SaberAttackB,0.632044,1.633333,0.344430,0.586671,-0.629322,317.900200,-0.527855,0.020846,-0.227732,0.108275,0.013447,0.341902
Pelag_MX_SaberAttackB,0.635370,1.633333,0.341927,0.592316,-0.631096,318.258900,-0.527852,0.021067,-0.230307,0.108450,0.013380,0.338742
Pelag_MX_SaberAttackB,0.638697,1.633333,0.339610,0.597414,-0.632676,318.575100,-0.527798,0.021273,-0.232664,0.108988,0.013228,0.335759
Pelag_MX_SaberAttackB,0.642023,1.633333,0.337426,0.602019,-0.634109,318.858200,-0.527681,0.021456,-0.234836,0.109837,0.013007,0.332941
Pelag_MX_SaberAttackB,0.645350,1.633333,0.335379,0.606150,-0.635407,319.108200,-0.527501,0.021616,-0.236843,0.110911,0.012730,0.330303
Pelag_MX_SaberAttackB,0.648676,1.633333,0.333472,0.609824,-0.636582,319.325800,-0.527260,0.021755,-0.238702,0.112120,0.012410,0.327857
Pelag_MX_SaberAttackB,0.652003,1.633333,0.331704,0.613058,-0.637642,319.511400,-0.526959,0.021875,-0.240428,0.113379,0.012056,0.325606
Pelag_MX_SaberAttackB,0.655329,1.633333,0.330074,0.615869,-0.638597,319.665800,-0.526601,0.021977,-0.242037,0.114599,0.011674,0.323557
Pelag_MX_SaberAttackB,0.658656,1.633333,0.328579,0.618275,-0.639455,319.789900,-0.526189,0.022064,-0.243541,0.115693,0.011270,0.321709
Pelag_MX_SaberAttackB,0.661982,1.633333,0.327216,0.620291,-0.640225,319.884600,-0.525727,0.022141,-0.244955,0.116570,0.010849,0.320065
Pelag_MX_SaberAttackB,0.665309,1.633333,0.325980,0.621935,-0.640912,319.951400,-0.525219,0.022211,-0.246290,0.117143,0.010414,0.318623
Pelag_MX_SaberAttackB,0.668636,1.633333,0.324866,0.623222,-0.641524,319.991400,-0.524670,0.022279,-0.247557,0.117412,0.009973,0.317370
Pelag_MX_SaberAttackB,0.671962,1.633333,0.323867,0.624168,-0.642065,320.006000,-0.524084,0.022349,-0.248766,0.117710,0.009541,0.316233
Pelag_MX_SaberAttackB,0.675289,1.633333,0.322977,0.624789,-0.642542,319.996700,-0.523467,0.022426,-0.249929,0.118076,0.009127,0.315193
Pelag_MX_SaberAttackB,0.678615,1.633333,0.322187,0.625100,-0.642958,319.965200,-0.522825,0.022514,-0.251054,0.118507,0.008739,0.314236
Pelag_MX_SaberAttackB,0.681942,1.633333,0.321490,0.625117,-0.643320,319.913000,-0.522162,0.022620,-0.252152,0.119001,0.008385,0.313344
Pelag_MX_SaberAttackB,0.685268,1.633333,0.320877,0.624855,-0.643630,319.841800,-0.521485,0.022749,-0.253231,0.119558,0.008072,0.312504
Pelag_MX_SaberAttackB,0.688595,1.633333,0.320340,0.624330,-0.643892,319.753400,-0.520799,0.022905,-0.254302,0.120174,0.007809,0.311699
Pelag_MX_SaberAttackB,0.691921,1.633333,0.319870,0.623556,-0.644112,319.649400,-0.520111,0.023095,-0.255373,0.120848,0.007601,0.310912
Pelag_MX_SaberAttackB,0.695248,1.633333,0.319458,0.622550,-0.644291,319.531600,-0.519426,0.023324,-0.256454,0.121576,0.007457,0.310128
Pelag_MX_SaberAttackB,0.698574,1.633333,0.319095,0.621325,-0.644433,319.401600,-0.518752,0.023598,-0.257555,0.122357,0.007384,0.309328
Pelag_MX_SaberAttackB,0.701901,1.633333,0.318773,0.619897,-0.644543,319.261300,-0.518004,0.023846,-0.258670,0.123181,0.007382,0.308505
Pelag_MX_SaberAttackB,0.705228,1.633333,0.318481,0.618282,-0.644623,319.112200,-0.516830,0.023760,-0.259739,0.124016,0.007425,0.307684
Pelag_MX_SaberAttackB,0.708554,1.633333,0.318212,0.616494,-0.644676,318.956100,-0.515287,0.023387,-0.260759,0.124854,0.007503,0.306867
Pelag_MX_SaberAttackB,0.711881,1.633333,0.317957,0.614549,-0.644707,318.794400,-0.513484,0.022820,-0.261735,0.125692,0.007611,0.306051
Pelag_MX_SaberAttackB,0.715207,1.633333,0.317706,0.612463,-0.644718,318.628800,-0.511532,0.022151,-0.262671,0.126524,0.007744,0.305233
Pelag_MX_SaberAttackB,0.718534,1.633333,0.317453,0.610251,-0.644712,318.460700,-0.509543,0.021468,-0.263573,0.127346,0.007897,0.304413
Pelag_MX_SaberAttackB,0.721860,1.633333,0.317189,0.607928,-0.644695,318.291700,-0.507631,0.020862,-0.264448,0.128156,0.008064,0.303588
Pelag_MX_SaberAttackB,0.725187,1.633333,0.316906,0.605510,-0.644668,318.123000,-0.505910,0.020421,-0.265306,0.128948,0.008241,0.302757
Pelag_MX_SaberAttackB,0.728513,1.633333,0.316597,0.603014,-0.644636,317.956100,-0.504493,0.020228,-0.266153,0.129721,0.008423,0.301919
Pelag_MX_SaberAttackB,0.731840,1.633333,0.316256,0.600454,-0.644603,317.792200,-0.503496,0.020372,-0.267002,0.130470,0.008604,0.301074
Pelag_MX_SaberAttackB,0.735166,1.633333,0.315888,0.597852,-0.644567,317.634500,-0.502959,0.020882,-0.267869,0.131192,0.008790,0.300237
Pelag_MX_SaberAttackB,0.738493,1.633333,0.315547,0.595225,-0.644501,317.491500,-0.502578,0.021519,-0.268784,0.131881,0.009023,0.299487
Pelag_MX_SaberAttackB,0.741819,1.633333,0.315232,0.592527,-0.644401,317.361100,-0.502279,0.022213,-0.269718,0.132544,0.009296,0.298831
Pelag_MX_SaberAttackB,0.745146,1.633333,0.314935,0.589709,-0.644267,317.239800,-0.502036,0.022923,-0.270637,0.133185,0.009594,0.298262
Pelag_MX_SaberAttackB,0.748473,1.633333,0.314645,0.586718,-0.644100,317.124300,-0.501819,0.023613,-0.271507,0.133810,0.009903,0.297773
Pelag_MX_SaberAttackB,0.751799,1.633333,0.314350,0.583505,-0.643897,317.011400,-0.501600,0.024243,-0.272294,0.134425,0.010209,0.297356
Pelag_MX_SaberAttackB,0.755126,1.633333,0.314037,0.580020,-0.643657,316.898300,-0.501349,0.024778,-0.272963,0.135033,0.010496,0.297003
Pelag_MX_SaberAttackB,0.758452,1.633333,0.313690,0.576212,-0.643378,316.782100,-0.501039,0.025182,-0.273480,0.135638,0.010750,0.296702
Pelag_MX_SaberAttackB,0.761779,1.633333,0.313294,0.572032,-0.643058,316.660100,-0.500640,0.025422,-0.273810,0.136242,0.010953,0.296442
Pelag_MX_SaberAttackB,0.765105,1.633333,0.312829,0.567429,-0.642692,316.530000,-0.500122,0.025463,-0.273918,0.136848,0.011092,0.296209
Pelag_MX_SaberAttackB,0.768432,1.633333,0.312283,0.562322,-0.642267,316.387500,-0.499525,0.025335,-0.273885,0.137461,0.011163,0.295997
Pelag_MX_SaberAttackB,0.771758,1.633333,0.311679,0.556579,-0.641729,316.224400,-0.499139,0.025333,-0.274231,0.138108,0.011253,0.295826
Pelag_MX_SaberAttackB,0.775085,1.633333,0.311002,0.550322,-0.641086,316.047600,-0.498898,0.025459,-0.274831,0.138775,0.011369,0.295686
Pelag_MX_SaberAttackB,0.778411,1.633333,0.310236,0.543700,-0.640353,315.865200,-0.498685,0.025662,-0.275456,0.139450,0.011500,0.295566
Pelag_MX_SaberAttackB,0.781738,1.633333,0.309369,0.536863,-0.639549,315.684800,-0.498394,0.025878,-0.275879,0.140122,0.011638,0.295461
Pelag_MX_SaberAttackB,0.785065,1.633333,0.308397,0.529957,-0.638694,315.513400,-0.497926,0.026037,-0.275866,0.140785,0.011780,0.295371
Pelag_MX_SaberAttackB,0.788391,1.633333,0.307322,0.523131,-0.637813,315.357600,-0.497198,0.026064,-0.275186,0.141436,0.011921,0.295307
Pelag_MX_SaberAttackB,0.791718,1.633333,0.306153,0.516530,-0.636935,315.223400,-0.496132,0.025876,-0.273604,0.142076,0.012063,0.295280
Pelag_MX_SaberAttackB,0.795044,1.633333,0.304904,0.510300,-0.636089,315.116200,-0.494658,0.025392,-0.270883,0.142710,0.012207,0.295312
Pelag_MX_SaberAttackB,0.798371,1.633333,0.303597,0.504582,-0.635310,315.041400,-0.492704,0.024536,-0.266781,0.143347,0.012358,0.295427
Pelag_MX_SaberAttackB,0.801697,1.633333,0.302275,0.499446,-0.634606,314.999100,-0.490237,0.023275,-0.261043,0.143992,0.012526,0.295645
Pelag_MX_SaberAttackB,0.805024,1.633333,0.301037,0.494555,-0.633856,314.965700,-0.487425,0.021772,-0.253597,0.144636,0.012747,0.295951
Pelag_MX_SaberAttackB,0.808350,1.633333,0.299853,0.489867,-0.633070,314.941100,-0.484261,0.020131,-0.244695,0.145294,0.013017,0.296348
Pelag_MX_SaberAttackB,0.811677,1.633333,0.298674,0.485400,-0.632282,314.930000,-0.480707,0.018432,-0.234605,0.145985,0.013323,0.296843
Pelag_MX_SaberAttackB,0.815004,1.633333,0.297452,0.481175,-0.631528,314.937000,-0.476743,0.016743,-0.223584,0.146724,0.013649,0.297437
Pelag_MX_SaberAttackB,0.818330,1.633333,0.296138,0.477213,-0.630841,314.966500,-0.472371,0.015117,-0.211875,0.147523,0.013979,0.298130
Pelag_MX_SaberAttackB,0.821657,1.633333,0.294682,0.473532,-0.630257,315.023400,-0.467624,0.013591,-0.199709,0.148392,0.014295,0.298923
Pelag_MX_SaberAttackB,0.824983,1.633333,0.293038,0.470155,-0.629811,315.112100,-0.462557,0.012182,-0.187302,0.149338,0.014577,0.299811
Pelag_MX_SaberAttackB,0.828310,1.633333,0.291155,0.467100,-0.629537,315.237300,-0.457243,0.010889,-0.174857,0.150366,0.014808,0.300795
Pelag_MX_SaberAttackB,0.831636,1.633333,0.288985,0.464389,-0.629469,315.403700,-0.451763,0.009689,-0.162572,0.151480,0.014967,0.301875
Pelag_MX_SaberAttackB,0.834963,1.633333,0.286496,0.462036,-0.629630,315.614300,-0.446114,0.008568,-0.150445,0.152647,0.015027,0.303064
Pelag_MX_SaberAttackB,0.838289,1.633333,0.283774,0.460009,-0.629968,315.859900,-0.439951,0.007670,-0.137434,0.153663,0.014935,0.304441
Pelag_MX_SaberAttackB,0.841616,1.633333,0.280846,0.458284,-0.630465,316.136800,-0.433357,0.007130,-0.123555,0.154538,0.014724,0.306010
Pelag_MX_SaberAttackB,0.844942,1.633333,0.277722,0.456841,-0.631108,316.443100,-0.426479,0.007028,-0.109081,0.155326,0.014440,0.307760
Pelag_MX_SaberAttackB,0.848269,1.633333,0.274409,0.455659,-0.631887,316.777200,-0.419453,0.007397,-0.094323,0.156085,0.014132,0.309674
Pelag_MX_SaberAttackB,0.851596,1.633333,0.270916,0.454718,-0.632790,317.137100,-0.412399,0.008207,-0.079611,0.156879,0.013845,0.311730
Pelag_MX_SaberAttackB,0.854922,1.633333,0.267251,0.453998,-0.633805,317.521100,-0.405429,0.009366,-0.065289,0.157778,0.013623,0.313896
Pelag_MX_SaberAttackB,0.858249,1.633333,0.263420,0.453478,-0.634921,317.927500,-0.398645,0.010719,-0.051697,0.158857,0.013509,0.316134
Pelag_MX_SaberAttackB,0.861575,1.633333,0.259432,0.453140,-0.636124,318.354300,-0.392150,0.012061,-0.039164,0.160196,0.013544,0.318395
Pelag_MX_SaberAttackB,0.864902,1.633333,0.255293,0.452964,-0.637402,318.799900,-0.386052,0.013152,-0.027999,0.161878,0.013766,0.320625
Pelag_MX_SaberAttackB,0.868228,1.633333,0.251010,0.452930,-0.638744,319.262500,-0.380434,0.013744,-0.018436,0.163948,0.014210,0.322819
Pelag_MX_SaberAttackB,0.871555,1.633333,0.246590,0.453019,-0.640138,319.740300,-0.375125,0.013793,-0.010214,0.166178,0.014881,0.325306
Pelag_MX_SaberAttackB,0.874881,1.633333,0.242040,0.453214,-0.641570,320.231400,-0.370059,0.013393,-0.003124,0.168507,0.015762,0.328071
Pelag_MX_SaberAttackB,0.878208,1.633333,0.237368,0.453494,-0.643029,320.734100,-0.365226,0.012661,0.002992,0.170917,0.016828,0.331023
Pelag_MX_SaberAttackB,0.881534,1.633333,0.232581,0.453843,-0.644503,321.246300,-0.360624,0.011718,0.008293,0.173386,0.018052,0.334066
Pelag_MX_SaberAttackB,0.884861,1.633333,0.227686,0.454243,-0.645980,321.766400,-0.356263,0.010691,0.012935,0.175893,0.019394,0.337107
Pelag_MX_SaberAttackB,0.888187,1.633333,0.222692,0.454675,-0.647448,322.292400,-0.352154,0.009697,0.017073,0.178412,0.020810,0.340049
Pelag_MX_SaberAttackB,0.891514,1.633333,0.217605,0.455124,-0.648897,322.822300,-0.348308,0.008846,0.020861,0.180918,0.022246,0.342796
Pelag_MX_SaberAttackB,0.894841,1.633333,0.212434,0.455571,-0.650316,323.354300,-0.344739,0.008235,0.024449,0.183382,0.023640,0.345253
Pelag_MX_SaberAttackB,0.898167,1.633333,0.207188,0.456001,-0.651692,323.886400,-0.341451,0.007950,0.027986,0.185776,0.024925,0.347326
Pelag_MX_SaberAttackB,0.901494,1.633333,0.201872,0.456406,-0.653021,324.417800,-0.338470,0.008014,0.031545,0.188064,0.026030,0.348957
Pelag_MX_SaberAttackB,0.904820,1.633333,0.196478,0.456813,-0.654325,324.956500,-0.335929,0.008060,0.034682,0.190206,0.026931,0.350351
Pelag_MX_SaberAttackB,0.908147,1.633333,0.191005,0.457224,-0.655605,325.503800,-0.333804,0.008021,0.037377,0.192242,0.027657,0.351537
Pelag_MX_SaberAttackB,0.911473,1.633333,0.185459,0.457632,-0.656857,326.059200,-0.332029,0.007918,0.039721,0.194221,0.028242,0.352490
Pelag_MX_SaberAttackB,0.914800,1.633333,0.179844,0.458030,-0.658075,326.622000,-0.330534,0.007776,0.041805,0.196192,0.028723,0.353185
Pelag_MX_SaberAttackB,0.918126,1.633333,0.174164,0.458414,-0.659255,327.191800,-0.329240,0.007618,0.043715,0.198202,0.029135,0.353597
